Paper,PDF Path,Source URL,Source,License,Redistribution Allowed,Evidence URL,Git Track,Notes
02_Papers/06_Diffusion_Flow_IL_RL/Demystifying_Robot_Diffusion_Policies_Action_Memorization_and_a_Simple_Lookup_Table_Altern.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Demystifying_Robot_Diffusion_Policies_Action_Memorization_and_a_Simple_Lookup_Table_Altern.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/file/122ea6470232ee5e79a2649243348005-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/Dynamic_Test-Time_Compute_Scaling_in_Control_Policy_Difficulty-Aware_Stochastic_Interpolan.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Dynamic_Test-Time_Compute_Scaling_in_Control_Policy_Difficulty-Aware_Stochastic_Interpolan.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/49eadcc4a329fc6b74b9f8a82b78cbc3-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/EquiBot.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/EquiBot.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/yang25a/yang25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/yang25a/yang25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/06_Diffusion_Flow_IL_RL/Equivariant_Diffusion_Policy.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Equivariant_Diffusion_Policy.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/wang25a/wang25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/wang25a/wang25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/06_Diffusion_Flow_IL_RL/ET-SEED.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/ET-SEED.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/969a11f489c59c50c2cfe8c407c68a9b-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/FlowPolicy.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/FlowPolicy.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/33617/35772,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/33617/35772,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/06_Diffusion_Flow_IL_RL/FoAM.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/FoAM.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38911/42873,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38911/42873,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/06_Diffusion_Flow_IL_RL/Force_Matched_Visuotactile_IL.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Force_Matched_Visuotactile_IL.pdf,https://arxiv.org/pdf/2311.01248,arXiv,arXiv non-exclusive distribution,Unknown,https://arxiv.org/abs/2311.01248,No,作者授予 arXiv 分发权限，不等于授予第三方再托管权限。
02_Papers/06_Diffusion_Flow_IL_RL/FreqPolicy.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/FreqPolicy.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/282c3318be1b047b7bb5ba94fa4f3231-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/Hierarchical_Diffusion_Policy_for_Kinematics-Aware_Multi-Task_Robotic_Manipulation.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Hierarchical_Diffusion_Policy_for_Kinematics-Aware_Multi-Task_Robotic_Manipulation.pdf,https://openaccess.thecvf.com/content/CVPR2024/papers/Ma_Hierarchical_Diffusion_Policy_for_Kinematics-Aware_Multi-Task_Robotic_Manipulation_CVPR_2024_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/06_Diffusion_Flow_IL_RL/Learning_Diffusion_Policy_from_Primitive_Skills_for_Robot_Manipulation.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Learning_Diffusion_Policy_from_Primitive_Skills_for_Robot_Manipulation.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38889/42851,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38889/42851,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/06_Diffusion_Flow_IL_RL/Learning_Robotic_Manipulation_Policies_from_Point_Clouds_with_Conditional_Flow_Matching.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Learning_Robotic_Manipulation_Policies_from_Point_Clouds_with_Conditional_Flow_Matching.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/chisari25a/chisari25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/chisari25a/chisari25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/06_Diffusion_Flow_IL_RL/MILES.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/MILES.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/papagiannis25a/papagiannis25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/papagiannis25a/papagiannis25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/06_Diffusion_Flow_IL_RL/MimicFunc.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/MimicFunc.pdf,https://raw.githubusercontent.com/mlresearch/v305/main/assets/tang25a/tang25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v305/main/assets/tang25a/tang25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/06_Diffusion_Flow_IL_RL/PointMapPolicy.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/PointMapPolicy.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/eacc8ae341d15d2c13c02fef88189db3-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/Real-Time_Robot_Execution_with_Masked_Action_Chunking.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Real-Time_Robot_Execution_with_Masked_Action_Chunking.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/file/c35834443b7881e782e52b3519fe27c7-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/Robot_Policy_Learning_with_Temporal_Optimal_Transport_Reward.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Robot_Policy_Learning_with_Temporal_Optimal_Transport_Reward.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/dcd297696d0bb304ba426b3c5a679c37-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/Text-Aware_Diffusion_for_Policy_Learning.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Text-Aware_Diffusion_for_Policy_Learning.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/5227ce00add5aa0a12d1c4ee92fcd2dc-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/Closed-Loop_Visuomotor_Control_with_Generative_Expectation_for_Robotic_Manipulation.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Closed-Loop_Visuomotor_Control_with_Generative_Expectation_for_Robotic_Manipulation.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/fad8962279154544ed69bb63eb14d677-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/Enhancing_LLM_Planning_for_Robotics_Manipulation_through_Hierarchical_Procedural_Knowledge.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Enhancing_LLM_Planning_for_Robotics_Manipulation_through_Hierarchical_Procedural_Knowledge.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/b94310e1c7ecb79f1a24adc757f1b89b-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/Gentle_Manipulation_Policy_Learning_via_Demonstrations_from_VLM_Planned_Atomic_Skills.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Gentle_Manipulation_Policy_Learning_via_Demonstrations_from_VLM_Planned_Atomic_Skills.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38955/42917,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38955/42917,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/07_Generalization_LongHorizon/GMAP.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/GMAP.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/33615/35770,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/33615/35770,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/07_Generalization_LongHorizon/HAMSTER.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/HAMSTER.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/3bfee3bc6639c36e6e7b058db909f760-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/Instruction-Augmented_Long-Horizon_Planning_Embedding_Grounding_Mechanisms_in_Embodied_Mob.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Instruction-Augmented_Long-Horizon_Planning_Embedding_Grounding_Mechanisms_in_Embodied_Mob.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/33610/35765,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/33610/35765,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/07_Generalization_LongHorizon/Mitigating_the_Human-Robot_Domain_Discrepancy_in_Visual_Pre-training_for_Robotic_Manipulat.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Mitigating_the_Human-Robot_Domain_Discrepancy_in_Visual_Pre-training_for_Robotic_Manipulat.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhou_Mitigating_the_Human-Robot_Domain_Discrepancy_in_Visual_Pre-training_for_Robotic_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/07_Generalization_LongHorizon/OWMM-Agent.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/OWMM-Agent.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/bc97207e3979d1cc23109db0be0e8ed2-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/Policy_Decorator.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Policy_Decorator.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/45c361d4117d598d4bb6568b407e9ac9-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/RAM.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/RAM.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/kuang25a/kuang25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/kuang25a/kuang25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/07_Generalization_LongHorizon/RGMP.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/RGMP.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38539/42501,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38539/42501,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/07_Generalization_LongHorizon/Self-Correcting_Robot_Manipulation_via_Gaussian-Splatted_Foresight.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Self-Correcting_Robot_Manipulation_via_Gaussian-Splatted_Foresight.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/34866/37021,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/34866/37021,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/07_Generalization_LongHorizon/SPIRE.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/SPIRE.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhou25a/zhou25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhou25a/zhou25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/07_Generalization_LongHorizon/TASTE-Rob.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/TASTE-Rob.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhao_TASTE-Rob_Advancing_Video_Generation_of_Task-Oriented_Hand-Object_Interaction_for_Generalizable_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
"02_Papers/07_Generalization_LongHorizon/Think_Small,_Act_Big.md","00_Paper_Pool/PDFs/07_Generalization_LongHorizon/Think_Small,_Act_Big.pdf",https://openaccess.thecvf.com/content/CVPR2025/papers/Yao_Think_Small_Act_Big_Primitive_Prompt_Learning_for_Lifelong_Robot_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/07_Generalization_LongHorizon/UniDomain.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/UniDomain.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/b8358a00e5b870194b974ddf8dd415c3-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/07_Generalization_LongHorizon/VidBot.md,00_Paper_Pool/PDFs/07_Generalization_LongHorizon/VidBot.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_VidBot_Learning_Generalizable_3D_Actions_from_In-the-Wild_2D_Human_Videos_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/08_Data_Teleoperation/DexCap.md,00_Paper_Pool/PDFs/08_Data_Teleoperation/DexCap.pdf,https://roboticsproceedings.org/rss20/p043.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/08_Data_Teleoperation/DynScene.md,00_Paper_Pool/PDFs/08_Data_Teleoperation/DynScene.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Lee_DynScene_Scalable_Generation_of_Dynamic_Robotic_Manipulation_Scenes_for_Embodied_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/08_Data_Teleoperation/Latent_Action_Pretraining_from_Videos.md,00_Paper_Pool/PDFs/08_Data_Teleoperation/Latent_Action_Pretraining_from_Videos.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/45d74e190008c7bff2845ffc8e3facd3-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/08_Data_Teleoperation/ManiWAV.md,00_Paper_Pool/PDFs/08_Data_Teleoperation/ManiWAV.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/liu25c/liu25c.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/liu25c/liu25c.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/08_Data_Teleoperation/OPEN_TEACH.md,00_Paper_Pool/PDFs/08_Data_Teleoperation/OPEN_TEACH.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/iyer25a/iyer25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/iyer25a/iyer25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/08_Data_Teleoperation/Robo2VLM.md,00_Paper_Pool/PDFs/08_Data_Teleoperation/Robo2VLM.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/1f467c3e37abf9f86c78f44c6a27ee7c-Paper-Datasets_and_Benchmarks_Track.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/09_Survey_Review/A_Survey_of_Demonstration_Learning.md,00_Paper_Pool/PDFs/09_Survey_Review/A_Survey_of_Demonstration_Learning.pdf,https://arxiv.org/pdf/2303.11191,arXiv,CC BY-NC-ND 4.0,Unknown,https://arxiv.org/abs/2303.11191,No,仅允许非商业原样分享；公开仓库再托管条件待确认，暂不跟踪。
02_Papers/09_Survey_Review/A_Survey_of_Embodied_Learning_for_Object-Centric_Robotic_Manipulation.md,00_Paper_Pool/PDFs/09_Survey_Review/A_Survey_of_Embodied_Learning_for_Object-Centric_Robotic_Manipulation.pdf,https://link.springer.com/content/pdf/10.1007/s11633-025-1542-8.pdf,Other legal OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/09_Survey_Review/A_Survey_of_Robot_Learning_for_Bimanual_Manipulation.md,,https://github.com/Destiny000621/awesome-bimanual-robot-learning/blob/main/SURVEY.md,,Unconfirmed,Unknown,,No,未取得可验证、可合法下载的论文 PDF。
02_Papers/09_Survey_Review/A_Survey_on_Robotics_with_Foundation_Models_Toward_Embodied_AI.md,00_Paper_Pool/PDFs/09_Survey_Review/A_Survey_on_Robotics_with_Foundation_Models_Toward_Embodied_AI.pdf,https://arxiv.org/pdf/2402.02385,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2402.02385,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/09_Survey_Review/A_Survey_on_Vision-Language-Action_Models_An_Action_Tokenization_Perspective.md,00_Paper_Pool/PDFs/09_Survey_Review/A_Survey_on_Vision-Language-Action_Models_An_Action_Tokenization_Perspective.pdf,https://arxiv.org/pdf/2507.01925,arXiv,arXiv non-exclusive distribution,Unknown,https://arxiv.org/abs/2507.01925,No,作者授予 arXiv 分发权限，不等于授予第三方再托管权限。
02_Papers/09_Survey_Review/A_Survey_on_Vision-Language-Action_Models_for_Embodied_AI.md,00_Paper_Pool/PDFs/09_Survey_Review/A_Survey_on_Vision-Language-Action_Models_for_Embodied_AI.pdf,https://arxiv.org/pdf/2405.14093,arXiv,arXiv non-exclusive distribution,Unknown,https://arxiv.org/abs/2405.14093,No,作者授予 arXiv 分发权限，不等于授予第三方再托管权限。
"02_Papers/09_Survey_Review/Dexterous_Hand_towards_Intelligent_Manufacturing_A_Review_of_Technologies,_Trends,_and_Pot.md",,https://www.sciencedirect.com/science/article/pii/S0736584525000754,,Unconfirmed,Unknown,,No,未取得可验证、可合法下载的论文 PDF。
02_Papers/09_Survey_Review/Interactive_Imitation_Learning_for_Dexterous_Robotic_Manipulation_Challenges_and_Perspecti.md,00_Paper_Pool/PDFs/09_Survey_Review/Interactive_Imitation_Learning_for_Dexterous_Robotic_Manipulation_Challenges_and_Perspecti.pdf,https://arxiv.org/pdf/2506.00098,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2506.00098,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/09_Survey_Review/Learning_by_Watching.md,00_Paper_Pool/PDFs/09_Survey_Review/Learning_by_Watching.pdf,https://arxiv.org/pdf/2402.07127,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2402.07127,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/09_Survey_Review/Survey_of_Learning-Based_Approaches_for_Robotic_In-Hand_Manipulation.md,00_Paper_Pool/PDFs/09_Survey_Review/Survey_of_Learning-Based_Approaches_for_Robotic_In-Hand_Manipulation.pdf,https://arxiv.org/pdf/2401.07915,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2401.07915,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/09_Survey_Review/Towards_a_Unified_Understanding_of_Robot_Manipulation_A_Comprehensive_Survey.md,00_Paper_Pool/PDFs/09_Survey_Review/Towards_a_Unified_Understanding_of_Robot_Manipulation_A_Comprehensive_Survey.pdf,https://arxiv.org/pdf/2510.10903,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2510.10903,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/09_Survey_Review/What_Foundation_Models_can_Bring_for_Robot_Learning_in_Manipulation_A_Survey.md,00_Paper_Pool/PDFs/09_Survey_Review/What_Foundation_Models_can_Bring_for_Robot_Learning_in_Manipulation_A_Survey.pdf,https://arxiv.org/pdf/2404.18201,arXiv,arXiv non-exclusive distribution,Unknown,https://arxiv.org/abs/2404.18201,No,作者授予 arXiv 分发权限，不等于授予第三方再托管权限。
02_Papers/10_Benchmark_Dataset/AdaManip.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/AdaManip.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/9cd0c57170f48520749d5ae62838241f-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/10_Benchmark_Dataset/BiGym.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/BiGym.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/chernyadev25a/chernyadev25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/chernyadev25a/chernyadev25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/10_Benchmark_Dataset/DexH2R.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/DexH2R.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_DexH2R_A_Benchmark_for_Dynamic_Dexterous_Grasping_in_Human-to-Robot_Handover_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/10_Benchmark_Dataset/DROID.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/DROID.pdf,https://roboticsproceedings.org/rss20/p120.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/10_Benchmark_Dataset/Open_X-Embodiment.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/Open_X-Embodiment.pdf,https://arxiv.org/pdf/2310.08864,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2310.08864,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/10_Benchmark_Dataset/Point_Cloud_Matters.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/Point_Cloud_Matters.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/8e5dc5969a6174fcaaececd890c7f59b-Paper-Datasets_and_Benchmarks_Track.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/10_Benchmark_Dataset/RoboCasa.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/RoboCasa.pdf,https://www.roboticsproceedings.org/rss20/p050.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/10_Benchmark_Dataset/RoboTwin.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/RoboTwin.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Mu_RoboTwin_Dual-Arm_Robot_Benchmark_with_Generative_Digital_Twins_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/10_Benchmark_Dataset/SurgicAI.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/SurgicAI.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/74c4f2b87b7499d365422152c76fd916-Paper-Datasets_and_Benchmarks_Track.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/10_Benchmark_Dataset/TACO.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/TACO.pdf,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_TACO_Benchmarking_Generalizable_Bimanual_Tool-ACtion-Object_Understanding_CVPR_2024_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/10_Benchmark_Dataset/THE_COLOSSEUM.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/THE_COLOSSEUM.pdf,https://www.roboticsproceedings.org/rss20/p133.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/10_Benchmark_Dataset/VTDexManip.md,00_Paper_Pool/PDFs/10_Benchmark_Dataset/VTDexManip.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/e19b6f65791e350347bcff8a3955cb5b-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
